id,start_date,avg_speed,end_date,length,max_speed,norm_fuel_consumed,type,end_address,start_address,points,tracker_id
22171.0,2024-06-24 06:48:19,44.0,2024-06-24 07:18:24,22.02,59.0,3.74,regular,"New Jersey Turnpike Eastern Spur, Kearny, New Jersey, United States, 07032","66, West 82nd Street, New York, United States, 10024",334.0,877766
22172.0,2024-06-24 07:27:30,44.0,2024-06-24 07:53:40,19.18,59.0,3.26,regular,"Hollywood Memorial Park, Andrew Street, Union, New Jersey, United States, 07083","New Jersey Turnpike Eastern Spur, Kearny, New Jersey, United States, 07032",287.0,877766
22173.0,2024-06-24 08:02:51,47.0,2024-06-24 08:22:51,15.69,59.0,2.67,regular,"28, Wall Street, Newark, New Jersey, United States, 07105","Hollywood Memorial Park, Andrew Street, Union, New Jersey, United States, 07083",222.0,877766
22174.0,2024-06-24 08:31:57,43.0,2024-06-24 09:07:22,25.16,59.0,4.28,regular,"1st Avenue, New York, United States, 11220","28, Wall Street, Newark, New Jersey, United States, 07105",386.0,877766
22175.0,2024-06-24 09:16:28,44.0,2024-06-24 09:41:58,18.64,59.0,3.17,regular,"47-61, Pearson Place, New York, United States, 11101","1st Avenue, New York, United States, 11220",275.0,877766
22176.0,2024-06-24 09:51:09,43.0,2024-06-24 10:05:19,10.19,59.0,1.73,regular,"58, Weirfield Street, New York, United States, 11207","47-61, Pearson Place, New York, United States, 11101",159.0,877766
22177.0,2024-06-24 10:14:30,42.0,2024-06-24 10:30:49,11.44,59.0,1.94,regular,"97-30, Waltham Street, Jamaica, New York, United States, 11435","58, Weirfield Street, New York, United States, 11207",172.0,877766
22178.0,2024-06-24 10:39:56,44.0,2024-06-24 10:57:55,13.05,59.0,2.22,regular,"Canarsie Pier, Rockaway Parkway, New York, United States, 11236","97-30, Waltham Street, Jamaica, New York, United States, 11435",194.0,877766
22179.0,2024-06-24 11:07:06,44.0,2024-06-24 11:28:16,15.37,59.0,2.61,regular,"Shore Front Parkway, New York, United States, 11693","Canarsie Pier, Rockaway Parkway, New York, United States, 11236",233.0,877766
22180.0,2024-06-24 11:37:23,44.0,2024-06-24 12:03:07,18.89,59.0,3.21,regular,"510, Ocean Avenue, Flatbush, New York, United States, 11226","Shore Front Parkway, New York, United States, 11693",274.0,877766
22181.0,2024-06-24 12:12:13,44.0,2024-06-24 12:32:27,14.78,59.0,2.51,regular,"1, Vandervoort Place, New York, United States, 11237","510, Ocean Avenue, Flatbush, New York, United States, 11226",220.0,877766
22182.0,2024-06-24 12:41:34,39.0,2024-06-24 12:56:28,9.78,59.0,1.66,regular,"FDR Drive, New York, United States, 10041","1, Vandervoort Place, New York, United States, 11237",161.0,877766
22183.0,2024-06-24 13:05:34,47.0,2024-06-24 13:38:29,25.75,59.0,4.38,regular,"Pier 1, Flushing Bay Promenade, New York, United States, 11368","FDR Drive, New York, United States, 10041",366.0,877766
22184.0,2024-06-24 13:54:00,45.0,2024-06-24 14:18:30,18.39,59.0,3.13,regular,"Orchard Beach Boardwalk, New York, United States, 10464","Pier 1, Flushing Bay Promenade, New York, United States, 11368",260.0,877766
22185.0,2024-06-24 14:27:37,46.0,2024-06-24 14:55:31,21.5,59.0,3.66,regular,"Major Deegan Expressway, New York, United States, 10463","Orchard Beach Boardwalk, New York, United States, 10464",312.0,877766
22186.0,2024-06-24 15:04:38,46.0,2024-06-24 15:26:22,16.58,59.0,2.82,regular,"New Jersey Turnpike, Leonia, Bergen County, New Jersey, United States, 07361","Major Deegan Expressway, New York, United States, 10463",251.0,877766
22187.0,2024-06-24 15:35:29,42.0,2024-06-24 15:50:43,10.75,59.0,1.83,regular,"126, West 127th Street, New York, United States, 10027","New Jersey Turnpike, Leonia, Bergen County, New Jersey, United States, 07361",167.0,877766
22188.0,2024-06-24 15:59:54,47.0,2024-06-24 16:28:39,22.32,59.0,3.79,regular,"MEtro Way 600 Feet West of County Avenue (building 50-52), Metro Way, Secaucus, New Jersey, United States, 07094","126, West 127th Street, New York, United States, 10027",321.0,877766
22189.0,2024-06-24 16:37:45,43.0,2024-06-24 16:52:45,10.77,59.0,1.83,regular,"99, Whelan Road, East Rutherford, Bergen County, New Jersey, United States, 07073","MEtro Way 600 Feet West of County Avenue (building 50-52), Metro Way, Secaucus, New Jersey, United States, 07094",162.0,877766
22190.0,2024-06-24 17:01:56,43.0,2024-06-24 17:13:25,8.26,59.0,1.4,regular,"Book Court, Clifton, New Jersey, United States, 07012","99, Whelan Road, East Rutherford, Bergen County, New Jersey, United States, 07073",128.0,877766
22191.0,2024-06-24 17:22:37,44.0,2024-06-24 17:42:56,14.84,59.0,2.52,regular,"98, Inwood Road, Essex Fells, Essex County, New Jersey, United States, 07021","Book Court, Clifton, New Jersey, United States, 07012",221.0,877766
22192.0,2024-06-24 17:52:07,42.0,2024-06-24 18:18:52,18.67,59.0,3.17,regular,"Praise Tabernacle and Worship Center, 19th Avenue, Irvington, New Jersey, United States, 07111","98, Inwood Road, Essex Fells, Essex County, New Jersey, United States, 07021",277.0,877766
22193.0,2024-06-24 18:27:58,43.0,2024-06-24 18:40:08,8.72,59.0,1.48,regular,"John E. Dwyer Technology Academy Annex, Parker Road, Elizabeth, New Jersey, United States, 07208","Praise Tabernacle and Worship Center, 19th Avenue, Irvington, New Jersey, United States, 07111",129.0,877766
22194.0,2024-06-24 18:49:14,43.0,2024-06-24 19:05:28,11.52,59.0,1.96,regular,"1110, South Avenue, New York, United States, 10314","John E. Dwyer Technology Academy Annex, Parker Road, Elizabeth, New Jersey, United States, 07208",180.0,877766
22195.0,2024-06-24 19:14:44,43.0,2024-06-24 19:33:19,13.28,59.0,2.26,regular,"1104, Thomas Street, Hillside, New Jersey, United States, 07205","1110, South Avenue, New York, United States, 10314",198.0,877766
22196.0,2024-06-24 19:42:25,42.0,2024-06-24 20:10:30,19.52,59.0,3.32,regular,"Camp Liberty Lot, Morris Pesin Drive, Jersey City, New Jersey, United States, 07305","1104, Thomas Street, Hillside, New Jersey, United States, 07205",311.0,877766
22197.0,2024-06-24 20:19:36,43.0,2024-06-24 20:33:31,9.9,59.0,1.68,regular,"298, West 1st Street, Bayonne, New Jersey, United States, 07002","Camp Liberty Lot, Morris Pesin Drive, Jersey City, New Jersey, United States, 07305",152.0,877766
22198.0,2024-06-24 20:42:37,46.0,2024-06-24 21:15:27,25.23,59.0,4.29,regular,"2750, West 33rd Street, Coney Island, New York, United States, 11224","298, West 1st Street, Bayonne, New Jersey, United States, 07002",372.0,877766
22199.0,2024-06-24 21:24:33,45.0,2024-06-24 21:48:33,17.99,59.0,3.06,regular,"780, Henderson Avenue, New York, United States, 10310","2750, West 33rd Street, Coney Island, New York, United States, 11224",266.0,877766
22200.0,2024-06-24 21:57:39,46.0,2024-06-24 22:27:29,22.69,59.0,3.86,regular,"Tillary Street, New York, United States, 11201","780, Henderson Avenue, New York, United States, 10310",330.0,877766
22201.0,2024-06-24 22:36:35,43.0,2024-06-24 22:55:35,13.64,59.0,2.32,regular,"Jewish Center of Forest Hills West, 63-25, Dry Harbor Road, New York, United States, 11379","Tillary Street, New York, United States, 11201",211.0,877766
22202.0,2024-06-24 23:04:41,44.0,2024-06-24 23:24:50,14.93,59.0,2.54,regular,"Cross Island Parkway, New York, United States, 11362","Jewish Center of Forest Hills West, 63-25, Dry Harbor Road, New York, United States, 11379",232.0,877766
22203.0,2024-06-24 23:33:57,46.0,2024-06-24 23:54:06,15.6,59.0,2.65,regular,"23-56, 93rd Street, New York, United States, 11369","Cross Island Parkway, New York, United States, 11362",224.0,877766
22204.0,2024-06-25 00:03:18,48.0,2024-06-25 00:25:07,17.3,59.0,2.94,regular,"Rockaway Boulevard, New York, United States, 11430","23-56, 93rd Street, New York, United States, 11369",236.0,877766
22205.0,2024-06-25 00:34:12,46.0,2024-06-25 00:59:58,19.65,59.0,3.34,regular,"94, Whitman Drive, New York, United States, 11234","Rockaway Boulevard, New York, United States, 11430",296.0,877766
22206.0,2024-06-25 01:09:04,45.0,2024-06-25 01:31:54,17.01,59.0,2.89,regular,"74-24, Almeda Avenue, New York, United States, 11692","94, Whitman Drive, New York, United States, 11234",242.0,877766
22207.0,2024-06-25 01:41:05,45.0,2024-06-25 02:07:10,19.74,59.0,3.36,regular,"37, Dekoven Court, New York, United States, 11230","74-24, Almeda Avenue, New York, United States, 11692",278.0,877766
22208.0,2024-06-25 02:16:15,42.0,2024-06-25 02:32:11,11.24,59.0,1.91,regular,"Belt Parkway, New York, United States, 11252","37, Dekoven Court, New York, United States, 11230",182.0,877766
22209.0,2024-06-25 02:41:22,45.0,2024-06-25 03:10:07,21.33,59.0,3.63,regular,"NJ 440, Bayonne, New Jersey, United States, 07002","Belt Parkway, New York, United States, 11252",324.0,877766
22210.0,2024-06-25 03:19:13,46.0,2024-06-25 03:57:23,29.04,59.0,4.94,regular,"1097, East 3rd Street, New York, United States, 11230","NJ 440, Bayonne, New Jersey, United States, 07002",427.0,877766
22211.0,2024-06-25 04:06:30,47.0,2024-06-25 04:38:44,25.01,59.0,4.25,regular,"64-05, 77th Street, New York, United States, 11379","1097, East 3rd Street, New York, United States, 11230",363.0,877766
22212.0,2024-06-25 04:47:56,99.0,2024-06-25 05:04:56,28.05,59.0,4.77,regular,"Lot 7, Father Capodanno Boulevard, New York, United States, 10305","64-05, 77th Street, New York, United States, 11379",118.0,877766
22213.0,2024-06-25 05:14:02,46.0,2024-06-25 05:51:45,28.65,59.0,4.87,regular,"Ferry Building, Ellis Island Bridge, Jersey City, New Jersey, United States, 07302","Lot 7, Father Capodanno Boulevard, New York, United States, 10305",424.0,877766
22214.0,2024-06-25 06:00:55,39.0,2024-06-25 06:32:51,20.71,59.0,3.52,regular,"267, Lefferts Avenue, New York, United States, 11225","Ferry Building, Ellis Island Bridge, Jersey City, New Jersey, United States, 07302",340.0,877766
22215.0,2024-06-25 06:42:02,44.0,2024-06-25 06:56:27,10.48,59.0,1.78,regular,"85-50, Forest Parkway, New York, United States, 11421","267, Lefferts Avenue, New York, United States, 11225",163.0,877766
22216.0,2024-06-25 07:05:33,44.0,2024-06-25 07:18:57,9.8,59.0,1.67,regular,"601, East 96th Street, Brooklyn Community District 17, New York, United States, 11236","85-50, Forest Parkway, New York, United States, 11421",146.0,877766
22217.0,2024-06-25 07:28:03,47.0,2024-06-25 07:55:58,21.66,59.0,3.68,regular,"4901, Beach 49th Street, New York, United States, 11224","601, East 96th Street, Brooklyn Community District 17, New York, United States, 11236",309.0,877766
22218.0,2024-06-25 08:05:05,42.0,2024-06-25 08:17:19,8.6,59.0,1.46,regular,"1653, 65th Street, New Utrecht, New York, United States, 11204","4901, Beach 49th Street, New York, United States, 11224",129.0,877766
22219.0,2024-06-25 08:26:25,46.0,2024-06-25 08:49:45,17.85,59.0,3.03,regular,"Jacob Riis Park Historic District, Rockaway Beach Boulevard, New York, United States, 11694","1653, 65th Street, New Utrecht, New York, United States, 11204",256.0,877766
22220.0,2024-06-25 08:58:56,45.0,2024-06-25 09:18:26,14.53,59.0,2.47,regular,"3033, West 25th Street, Coney Island, New York, United States, 11224","Jacob Riis Park Historic District, Rockaway Beach Boulevard, New York, United States, 11694",214.0,877766
22221.0,2024-06-25 09:27:37,44.0,2024-06-25 09:57:52,22.33,59.0,3.8,regular,"La Tourette Golf Course, 1001, Richmond Hill Road, New York, United States, 10306","3033, West 25th Street, Coney Island, New York, United States, 11224",334.0,877766
22222.0,2024-06-25 10:06:58,44.0,2024-06-25 10:19:33,9.21,59.0,1.57,regular,"Lot 4, Father Capodanno Boulevard, New York, United States, 10305","La Tourette Golf Course, 1001, Richmond Hill Road, New York, United States, 10306",139.0,877766
22223.0,2024-06-25 10:28:39,44.0,2024-06-25 10:39:18,7.76,59.0,1.32,regular,"19, Purcell Street, New York, United States, 10310","Lot 4, Father Capodanno Boulevard, New York, United States, 10305",125.0,877766
22224.0,2024-06-25 10:48:24,46.0,2024-06-25 11:17:59,22.48,59.0,3.82,regular,"Native Flora Garden expansion, Flatbush Avenue, New York, United States, 11225","19, Purcell Street, New York, United States, 10310",325.0,877766
22225.0,2024-06-25 11:27:10,44.0,2024-06-25 11:43:45,12.27,59.0,2.09,regular,"2612, West 15th Street, New York, United States, 11214","Native Flora Garden expansion, Flatbush Avenue, New York, United States, 11225",180.0,877766
22226.0,2024-06-25 11:52:51,47.0,2024-06-25 12:19:11,20.45,59.0,3.48,regular,"Port Richmond High School, Saint Josephs Avenue, New York, United States, 10302","2612, West 15th Street, New York, United States, 11214",296.0,877766
22227.0,2024-06-25 12:28:17,44.0,2024-06-25 12:56:52,20.96,59.0,3.56,regular,"Newark, New Jersey, United States, 07002","Port Richmond High School, Saint Josephs Avenue, New York, United States, 10302",315.0,877766
22228.0,2024-06-25 13:05:58,44.0,2024-06-25 13:38:28,24.1,59.0,4.1,regular,"Clove Road, New York, United States, 10305","Newark, New Jersey, United States, 07002",359.0,877766
22229.0,2024-06-25 13:47:34,46.0,2024-06-25 13:57:55,7.91,59.0,1.34,regular,"8508, 14th Avenue, New York, United States, 11228","Clove Road, New York, United States, 10305",118.0,877766
22230.0,2024-06-25 14:12:11,46.0,2024-06-25 14:40:16,21.3,59.0,3.62,regular,"58-02, 58th Street, New York, United States, 11378","8508, 14th Avenue, New York, United States, 11228",308.0,877766
22231.0,2024-06-25 14:49:22,46.0,2024-06-25 15:14:32,19.17,59.0,3.26,regular,"426, East 3rd Street, New York, United States, 11218","58-02, 58th Street, New York, United States, 11378",277.0,877766
22232.0,2024-06-25 15:23:38,45.0,2024-06-25 15:40:27,12.5,59.0,2.13,regular,"357, Keap Street, Williamsburg, New York, United States, 11211","426, East 3rd Street, New York, United States, 11218",184.0,877766
22233.0,2024-06-25 15:49:34,45.0,2024-06-25 16:15:03,19.15,59.0,3.26,regular,"Mott Haven Field, Park Avenue, New York, United States, 10451","357, Keap Street, Williamsburg, New York, United States, 11211",287.0,877766
22234.0,2024-06-25 16:24:10,45.0,2024-06-25 16:46:54,16.88,59.0,2.87,regular,"131-61, 40th Road, New York, United States, 11354","Mott Haven Field, Park Avenue, New York, United States, 10451",253.0,877766
22235.0,2024-06-25 16:56:05,43.0,2024-06-25 17:19:25,16.74,59.0,2.85,regular,"Belmont Park, Locustwood Boulevard, Elmont, Town of Hempstead, New York, United States, 11003","131-61, 40th Road, New York, United States, 11354",262.0,877766
22236.0,2024-06-25 17:28:31,46.0,2024-06-25 17:49:56,16.59,59.0,2.82,regular,"53, Turf Lane, Roslyn Park, Roslyn Heights, Town of North Hempstead, New York, United States, 11577","Belmont Park, Locustwood Boulevard, Elmont, Town of Hempstead, New York, United States, 11003",245.0,877766
22237.0,2024-06-25 17:59:07,45.0,2024-06-25 18:17:16,13.61,59.0,2.31,regular,"Hempstead Harbor Club, Glen Cove Esplanade, City of Glen Cove, New York, United States, 11579","53, Turf Lane, Roslyn Park, Roslyn Heights, Town of North Hempstead, New York, United States, 11577",203.0,877766
22238.0,2024-06-25 18:26:23,47.0,2024-06-25 19:34:37,53.02,59.0,9.01,regular,"1248, Greacen Point Road, Village of Mamaroneck, New York, United States, 10543","Hempstead Harbor Club, Glen Cove Esplanade, City of Glen Cove, New York, United States, 11579",772.0,877766
22239.0,2024-06-25 19:43:43,46.0,2024-06-25 20:15:33,24.64,59.0,4.19,regular,"SUNY Maritime College, 6, Pennyfield Avenue, New York, United States, 10465","1248, Greacen Point Road, Village of Mamaroneck, New York, United States, 10543",361.0,877766
22240.0,2024-06-25 20:24:39,47.0,2024-06-25 20:45:14,15.97,59.0,2.71,regular,"104-65, Roosevelt Avenue, New York, United States, 11368","SUNY Maritime College, 6, Pennyfield Avenue, New York, United States, 10465",227.0,877766
22241.0,2024-06-25 20:54:20,45.0,2024-06-25 21:24:20,22.65,59.0,3.85,regular,"32, Sunset Road, Village of Great Neck, Town of North Hempstead, New York, United States, 11024","104-65, Roosevelt Avenue, New York, United States, 11368",334.0,877766
22242.0,2024-06-25 21:33:31,47.0,2024-06-25 22:14:47,32.0,59.0,5.44,regular,"Henry Hudson Parkway, City of Yonkers, New York, United States, 10705","32, Sunset Road, Village of Great Neck, Town of North Hempstead, New York, United States, 11024",465.0,877766
22243.0,2024-06-25 22:23:53,45.0,2024-06-25 22:57:53,25.54,59.0,4.34,regular,"Summit Street, Englewood, New Jersey, United States, 07632","Henry Hudson Parkway, City of Yonkers, New York, United States, 10705",379.0,877766
22244.0,2024-06-25 23:06:58,45.0,2024-06-25 23:40:09,24.94,59.0,4.24,regular,"1458, East 233rd Street, New York, United States, 10466","Summit Street, Englewood, New Jersey, United States, 07632",360.0,877766
22245.0,2024-06-25 23:49:15,45.0,2024-06-26 00:10:50,16.09,59.0,2.74,regular,"25-24, 127th Street, New York, United States, 11354","1458, East 233rd Street, New York, United States, 10466",242.0,877766
22246.0,2024-06-26 00:19:56,45.0,2024-06-26 00:38:41,13.92,59.0,2.37,regular,"264, Maspeth Avenue, New York, United States, 11211","25-24, 127th Street, New York, United States, 11354",200.0,877766
22247.0,2024-06-26 00:47:47,43.0,2024-06-26 01:00:46,9.28,59.0,1.58,regular,"Union Street, 4th Avenue, New York, United States, 11217","264, Maspeth Avenue, New York, United States, 11211",141.0,877766
22248.0,2024-06-26 01:09:52,42.0,2024-06-26 01:21:02,7.84,59.0,1.33,regular,"105, East 86th Street, Brooklyn Community District 17, New York, United States, 11236","Union Street, 4th Avenue, New York, United States, 11217",120.0,877766
22249.0,2024-06-26 01:30:08,45.0,2024-06-26 01:46:33,12.18,59.0,2.07,regular,"North Dike Road, New York, United States, 11414","105, East 86th Street, Brooklyn Community District 17, New York, United States, 11236",181.0,877766
22250.0,2024-06-26 01:55:39,46.0,2024-06-26 02:28:44,25.15,59.0,4.28,regular,"1134, East 7th Street, New York, United States, 11230","North Dike Road, New York, United States, 11414",365.0,877766
22251.0,2024-06-26 02:37:50,44.0,2024-06-26 03:07:50,21.9,59.0,3.72,regular,"46, West 46th Street, New York, United States, 10036","1134, East 7th Street, New York, United States, 11230",333.0,877766
22252.0,2024-06-26 03:16:56,43.0,2024-06-26 03:37:15,14.7,59.0,2.5,regular,"Public School 299, Woodbine Street, Bushwick, New York, United States, 11237","46, West 46th Street, New York, United States, 10036",231.0,877766
22253.0,2024-06-26 03:46:22,44.0,2024-06-26 04:09:01,16.45,59.0,2.8,regular,"1614, Channel Road, New York, United States, 11693","Public School 299, Woodbine Street, Bushwick, New York, United States, 11237",248.0,877766
22254.0,2024-06-26 04:18:08,43.0,2024-06-26 04:32:02,9.99,59.0,1.7,regular,"Shore Road, New York, United States, 11697","1614, Channel Road, New York, United States, 11693",149.0,877766
22255.0,2024-06-26 04:41:08,43.0,2024-06-26 05:03:53,16.14,59.0,2.74,regular,"163-34, 92nd Street, New York, United States, 11414","Shore Road, New York, United States, 11697",248.0,877766
22256.0,2024-06-26 05:13:04,42.0,2024-06-26 05:25:48,8.95,59.0,1.52,regular,"390, Sutter Avenue, New York, United States, 11212","163-34, 92nd Street, New York, United States, 11414",136.0,877766
22257.0,2024-06-26 05:35:00,43.0,2024-06-26 06:00:34,18.35,59.0,3.12,regular,"146-24, 23rd Avenue, New York, United States, 11357","390, Sutter Avenue, New York, United States, 11212",271.0,877766
22258.0,2024-06-26 06:09:40,45.0,2024-06-26 06:35:45,19.73,59.0,3.35,regular,"3, Georgian Court, Searingtown Woods at Searingtown, Albertson, Town of North Hempstead, New York, United States, 11507","146-24, 23rd Avenue, New York, United States, 11357",292.0,877766
22259.0,2024-06-26 06:44:51,43.0,2024-06-26 06:54:16,6.75,59.0,1.15,regular,"16, Colonial Road, New Salem, Port Washington, Town of North Hempstead, New York, United States, 11050","3, Georgian Court, Searingtown Woods at Searingtown, Albertson, Town of North Hempstead, New York, United States, 11507",107.0,877766
22260.0,2024-06-26 07:03:23,46.0,2024-06-26 07:35:43,24.59,59.0,4.18,regular,"74, Sunset Trail, New York, United States, 10465","16, Colonial Road, New Salem, Port Washington, Town of North Hempstead, New York, United States, 11050",368.0,877766
22261.0,2024-06-26 07:44:54,42.0,2024-06-26 07:58:39,9.58,59.0,1.63,regular,"Whitestone Expressway - Service Road West & Linden Place, Whitestone Expressway South Service Road, New York, United States, 11354","74, Sunset Trail, New York, United States, 10465",154.0,877766
22262.0,2024-06-26 08:07:45,44.0,2024-06-26 08:25:14,12.96,59.0,2.2,regular,"47-10, 32nd Place, New York, United States, 11101","Whitestone Expressway - Service Road West & Linden Place, Whitestone Expressway South Service Road, New York, United States, 11354",196.0,877766
22263.0,2024-06-26 08:34:21,45.0,2024-06-26 09:03:41,21.94,59.0,3.73,regular,"1164, East 18th Street, New York, United States, 11230","47-10, 32nd Place, New York, United States, 11101",323.0,877766
22264.0,2024-06-26 09:12:48,41.0,2024-06-26 09:25:57,8.95,59.0,1.52,regular,"3001, West 37th Street, New York, United States, 11224","1164, East 18th Street, New York, United States, 11230",135.0,877766
22265.0,2024-06-26 09:35:03,40.0,2024-06-26 10:03:19,18.77,59.0,3.19,regular,"Fishermen's Way, New York, United States, 11697","3001, West 37th Street, New York, United States, 11224",242.0,877766
22266.0,2024-06-26 10:09:57,44.0,2024-06-26 10:27:57,13.05,59.0,2.22,regular,"Shore Front Parkway, New York, United States, 12692","Fishermen's Way, New York, United States, 11697",196.0,877766
22267.0,2024-06-26 10:37:03,45.0,2024-06-26 10:58:32,16.09,59.0,2.74,regular,"New York, United States, 11420","Shore Front Parkway, New York, United States, 12692",241.0,877766
22268.0,2024-06-26 11:12:24,43.0,2024-06-26 11:34:04,15.61,59.0,2.65,regular,"Sandy Road, New York, United States, 11691","New York, United States, 11420",238.0,877766
22269.0,2024-06-26 11:43:10,44.0,2024-06-26 12:05:34,16.33,59.0,2.78,regular,"151, General Aviation Layne, New York, United States, 11430","Sandy Road, New York, United States, 11691",240.0,877766
22270.0,2024-06-26 12:14:40,47.0,2024-06-26 12:42:00,21.19,59.0,3.6,regular,"124, Beach 127th Street, New York, United States, 11694","151, General Aviation Layne, New York, United States, 11430",300.0,877766
22271.0,2024-06-26 12:51:06,44.0,2024-06-26 13:07:26,11.85,59.0,2.01,regular,"Inwood Country Club, 50, Oak Avenue, Inwood, Town of Hempstead, New York, United States, 11096","124, Beach 127th Street, New York, United States, 11694",177.0,877766
22272.0,2024-06-26 13:16:32,46.0,2024-06-26 13:42:02,19.46,59.0,3.31,regular,"Canarsie Pier, Jamaica Bay Greenway, New York, United States, 11239","Inwood Country Club, 50, Oak Avenue, Inwood, Town of Hempstead, New York, United States, 11096",285.0,877766
22273.0,2024-06-26 13:51:13,44.0,2024-06-26 14:05:58,10.72,59.0,1.82,regular,"WW2 Gun Box, Shore Road, New York, United States, 11697","Canarsie Pier, Jamaica Bay Greenway, New York, United States, 11239",161.0,877766
22274.0,2024-06-26 14:15:04,45.0,2024-06-26 14:33:43,14.02,59.0,2.38,regular,"1, Sheridan Boulevard, Inwood, Town of Hempstead, New York, United States, 11096","WW2 Gun Box, Shore Road, New York, United States, 11697",203.0,877766
22275.0,2024-06-26 14:42:50,44.0,2024-06-26 15:09:19,19.41,59.0,3.3,regular,"Canarsie Pier, Rockaway Parkway, New York, United States, 11236","1, Sheridan Boulevard, Inwood, Town of Hempstead, New York, United States, 11096",289.0,877766
22276.0,2024-06-26 15:18:31,44.0,2024-06-26 15:45:35,19.98,59.0,3.4,regular,"Borden Avenue, New York, United States, 11101","Canarsie Pier, Rockaway Parkway, New York, United States, 11236",297.0,877766
22277.0,2024-06-26 15:54:42,46.0,2024-06-26 16:10:36,12.08,59.0,2.05,regular,"106 1/2, Douglass Street, New York, United States, 11231","Borden Avenue, New York, United States, 11101",172.0,877766
22278.0,2024-06-26 16:19:42,41.0,2024-06-26 16:47:17,18.87,59.0,3.21,regular,"NJ 440, Bayonne, New Jersey, United States, 07305","106 1/2, Douglass Street, New York, United States, 11231",299.0,877766
22279.0,2024-06-26 16:56:28,40.0,2024-06-26 17:18:43,14.93,59.0,2.54,regular,"300, Rector Place, New York, United States, 10280","NJ 440, Bayonne, New Jersey, United States, 07305",242.0,877766
22280.0,2024-06-26 17:27:54,37.0,2024-06-26 17:55:09,16.83,59.0,2.86,regular,"Meadows, Newark-Jersey City Turnpike, Kearny, New Jersey, United States, 07032","300, Rector Place, New York, United States, 10280",277.0,877766
22281.0,2024-06-26 18:04:15,43.0,2024-06-26 18:29:05,17.7,59.0,3.01,regular,"Altman Drive, Rutherford, New Jersey, United States, 07070","Meadows, Newark-Jersey City Turnpike, Kearny, New Jersey, United States, 07032",255.0,877766
